,name,url,price
112,Sushi dos Sá Morais,https://www.zomato.com/grande-lisboa/sushi-dos-sá-morais-marquês-de-pombal-lisboa/info,40
113,Peixola,https://www.zomato.com/grande-lisboa/peixola-chiado-lisboa/info,45
114,Zaafran,https://www.zomato.com/grande-lisboa/zaafran-saldanha-lisboa/info,40
115,Restaurante Marco,https://www.zomato.com/grande-lisboa/restaurante-marco-santos-lisboa/info,30
116,Il Matriciano,https://www.zomato.com/grande-lisboa/il-matriciano-são-bento-lisboa/info,50
117,To.B,https://www.zomato.com/grande-lisboa/to-b-chiado-lisboa/info,25
118,Sacramento,https://www.zomato.com/grande-lisboa/sacramento-chiado-lisboa/info,50
119,The George,https://www.zomato.com/grande-lisboa/the-george-baixa-lisboa/info,40
120,Cais da Pedra,https://www.zomato.com/CaisDaPedra/info,50
121,Taberna da Rua das Flores,https://www.zomato.com/grande-lisboa/taberna-da-rua-das-flores-chiado-lisboa/info,30
122,Mercantina,https://www.zomato.com/grande-lisboa/mercantina-chiado-lisboa/info,40
123,O Clube do Hambúrguer,https://www.zomato.com/grande-lisboa/o-clube-do-hambúrguer-parque-das-nações-lisboa/info,25
124,Ela Canela,https://www.zomato.com/grande-lisboa/ela-canela-campo-de-ourique-lisboa/info,25
125,Yohei Fusion Sushi,https://www.zomato.com/grande-lisboa/yohei-fusion-sushi-lumiar-lisboa/info,50
126,Café de São Bento,https://www.zomato.com/grande-lisboa/café-de-são-bento-são-bento-lisboa/info,70
127,Mini Bar,https://www.zomato.com/minibar/info,120
128,SushiNow,https://www.zomato.com/grande-lisboa/sushinow-parque-das-nações-lisboa/info,45
129,Casa Cabaças,https://www.zomato.com/grande-lisboa/casa-cabaças-bairro-alto-lisboa/info,25
130,Honest Greens,https://www.zomato.com/grande-lisboa/honest-greens-parque-das-nações-lisboa/info,25
131,Tasca Fit,https://www.zomato.com/grande-lisboa/tasca-fit-saldanha-lisboa/info,40
132,Forneria,https://www.zomato.com/grande-lisboa/forneria-parque-das-nações-lisboa/info,30
133,Delfina - Cantina Portuguesa,https://www.zomato.com/grande-lisboa/delfina-cantina-portuguesa-baixa-lisboa/info,40
134,Cervejaria Sem Vergonha,https://www.zomato.com/grande-lisboa/cervejaria-sem-vergonha-rato-lisboa/info,45
135,Sea Me - Peixaria Moderna,https://www.zomato.com/grande-lisboa/sea-me-peixaria-moderna-chiado-lisboa/info,70
136,Hard Rock Cafe Lisboa,https://www.zomato.com/HardRockCafe-Lisboa/info,50
137,El Cabron • Tacos y Tequilla,https://www.zomato.com/grande-lisboa/el-cabron-tacos-y-tequilla-santos-lisboa/info,35
138,Chinês Clandestino,https://www.zomato.com/grande-lisboa/chinês-clandestino-mouraria-lisboa/info,16
139,Bohemio da Ribeira,https://www.zomato.com/grande-lisboa/bohemio-da-ribeira-cais-do-sodré-lisboa/info,45
140,La Boulangerie,https://www.zomato.com/grande-lisboa/la-boulangerie-lapa-estrela-lisboa/info,12
141,Fenícios Castilho,https://www.zomato.com/grande-lisboa/fenícios-castilho-avenida-da-liberdade-lisboa/info,40
142,Ghoroa Restaurante Indiano,https://www.zomato.com/grande-lisboa/ghoroa-restaurante-indiano-mouraria-lisboa/info,25
143,Gelato Davvero,https://www.zomato.com/grande-lisboa/gelato-davvero-santos-lisboa/info,6
144,Arigato - Campo Pequeno,https://www.zomato.com/grande-lisboa/arigato-campo-pequeno-campo-pequeno-lisboa/info,40
145,Tasca Kome,https://www.zomato.com/grande-lisboa/tasca-kome-baixa-lisboa/info,60
146,Olá Nepal,https://www.zomato.com/grande-lisboa/olá-nepal-1-marquês-de-pombal-lisboa/info,20
147,Belcanto,https://www.zomato.com/belcanto/info,220
148,Local Avenida - Your Healthy Kitchen,https://www.zomato.com/grande-lisboa/local-avenida-your-healthy-kitchen-marquês-de-pombal-lisboa/info,25
149,Confraria LX - LX Boutique Hotel,https://www.zomato.com/grande-lisboa/confraria-lx-lx-boutique-hotel-cais-do-sodré-lisboa/info,50
150,La Piadina,https://www.zomato.com/grande-lisboa/la-piadina-bairro-alto-lisboa/info,18
151,Il Mercato,https://www.zomato.com/grande-lisboa/il-mercato-rato-lisboa/info,60
152,Despensa N6,https://www.zomato.com/grande-lisboa/despensa-n6-campo-pequeno-lisboa/info,8
153,Afuri - Ramen + Izakaya,https://www.zomato.com/grande-lisboa/afuri-ramen-izakaya-chiado-lisboa/info,45
154,In Bocca al Lupo,https://www.zomato.com/grande-lisboa/in-bocca-al-lupo-príncipe-real-lisboa/info,45
155,Brunch Café,https://www.zomato.com/grande-lisboa/brunch-café-baixa-lisboa/info,25
156,Faz Figura,https://www.zomato.com/fazfigura/info,80
157,The Food Temple,https://www.zomato.com/grande-lisboa/the-food-temple-mouraria-lisboa/info,30
158,Up to Sushi - Picoas,https://www.zomato.com/grande-lisboa/up-to-sushi-picoas-saldanha-lisboa/info,40
159,Pizzeria Lucca,https://www.zomato.com/grande-lisboa/pizzeria-lucca-alvalade-lisboa/info,32
160,The Insólito Restaurante & Bar,https://www.zomato.com/grande-lisboa/the-insólito-restaurante-bar-bairro-alto-lisboa/info,75
161,Sushisan,https://www.zomato.com/grande-lisboa/sushisan-saldanha-lisboa/info,45
162,Trópico do Cais,https://www.zomato.com/grande-lisboa/trópico-do-cais-cais-do-sodré-lisboa/info,30
163,La Brasserie de L'Entrecôte,https://www.zomato.com/grande-lisboa/la-brasserie-de-lentrecôte-chiado-lisboa/info,65
164,Hamburgueria 21,https://www.zomato.com/grande-lisboa/hamburgueria-21-areeiro-lisboa/info,20
165,Alma,https://www.zomato.com/grande-lisboa/alma-chiado-lisboa/info,100
166,Edmundo,https://www.zomato.com/grande-lisboa/edmundo-benfica-lisboa/info,40
167,RUA - Príncipe Real,https://www.zomato.com/grande-lisboa/rua-príncipe-real-príncipe-real-lisboa/info,30
168,Basílio Lisboa,https://www.zomato.com/grande-lisboa/basílio-lisboa-sé-lisboa/info,20
169,Aron Sushi,https://www.zomato.com/grande-lisboa/aron-sushi-praça-de-espanha-lisboa/info,70
170,Bella Ciao,https://www.zomato.com/grande-lisboa/bella-ciao-baixa-lisboa/info,30
171,Tappas Caffé,https://www.zomato.com/grande-lisboa/tappas-caffé-parque-das-nações-lisboa/info,25
172,Tantura,https://www.zomato.com/grande-lisboa/tantura-bairro-alto-lisboa/info,30
173,Cantina Indiana,https://www.zomato.com/grande-lisboa/cantina-indiana-telheiras-lisboa/info,20
174,Avenida SushiCafé,https://www.zomato.com/grande-lisboa/avenida-sushicafé-avenida-da-liberdade-lisboa/info,70
175,Sushi Lisboa,https://www.zomato.com/grande-lisboa/sushi-lisboa-parque-das-nações-lisboa/info,60
176,Pois Café,https://www.zomato.com/grande-lisboa/pois-café-sé-lisboa/info,25
177,Village Food,https://www.zomato.com/buzzlisboeta/info,30
178,Água no Bico,https://www.zomato.com/grande-lisboa/água-no-bico-são-bento-lisboa/info,35
179,Nosolo Itália Belém,https://www.zomato.com/nosoloitaliabelem/info,40
180,A Praça,https://www.zomato.com/grande-lisboa/a-praça-alcântara-lisboa/info,45
181,Boutik,https://www.zomato.com/grande-lisboa/boutik-são-bento-lisboa/info,18
182,Tapisco,https://www.zomato.com/grande-lisboa/tapisco-príncipe-real-lisboa/info,50
183,La Finestra,https://www.zomato.com/grande-lisboa/la-finestra-praça-de-espanha-lisboa/info,38
184,A Minha Cozinha,https://www.zomato.com/grande-lisboa/a-minha-cozinha-campo-de-ourique-lisboa/info,20
185,Guacamole - GMG,https://www.zomato.com/grande-lisboa/guacamole-gmg-cais-do-sodré-lisboa/info,25
186,Penta Café,https://www.zomato.com/grande-lisboa/penta-café-baixa-lisboa/info,20
187,Pão de Canela,https://www.zomato.com/grande-lisboa/pão-de-canela-príncipe-real-lisboa/info,20
188,O Zé da Mouraria 2,https://www.zomato.com/grande-lisboa/o-zé-da-mouraria-2-pena-lisboa/info,40
189,Sushi Time,https://www.zomato.com/grande-lisboa/sushi-time-parque-das-nações-lisboa/info,60
190,Ararate,https://www.zomato.com/grande-lisboa/ararate-praça-de-espanha-lisboa/info,65
191,Royale Café,https://www.zomato.com/grande-lisboa/royale-café-chiado-lisboa/info,40
192,Pastelaria Restelo - Careca,https://www.zomato.com/grande-lisboa/pastelaria-restelo-careca-restelo-lisboa/info,12
193,Restaurante Chapitô à Mesa,https://www.zomato.com/chapitoamesa/info,55
194,Café com Calma,https://www.zomato.com/grande-lisboa/café-com-calma-marvila-lisboa/info,6
195,Infame,https://www.zomato.com/grande-lisboa/infame-intendente-lisboa/info,60
196,Grande Palácio Hong Kong,https://www.zomato.com/grande-lisboa/grande-palácio-hong-kong-arroios-lisboa/info,35
197,Entra,https://www.zomato.com/grande-lisboa/entra-marvila-lisboa/info,50
198,Bellalisa Valmor,https://www.zomato.com/grande-lisboa/bellalisa-valmor-praça-de-espanha-lisboa/info,40
199,Barrosã,https://www.zomato.com/grande-lisboa/barrosã-alvalade-lisboa/info,35
200,Boteco Dona Beija,https://www.zomato.com/grande-lisboa/boteco-dona-beija-marquês-de-pombal-lisboa/info,35
201,Pigmeu,https://www.zomato.com/grande-lisboa/pigmeu-campo-de-ourique-lisboa/info,40
202,Chão de Pedra,https://www.zomato.com/chaodepedra/info,25
203,O Prego da Peixaria,https://www.zomato.com/grande-lisboa/o-prego-da-peixaria-saldanha-lisboa/info,25
204,JNcQUOI ASIA,https://www.zomato.com/grande-lisboa/jncquoi-asia-1-avenida-da-liberdade-lisboa/info,100
205,Crispy Mafya,https://www.zomato.com/grande-lisboa/crispy-mafya-1-príncipe-real-lisboa/info,40
206,O Tachadas,https://www.zomato.com/grande-lisboa/o-tachadas-madragoa-lisboa/info,25
207,Café Buenos Aires,https://www.zomato.com/grande-lisboa/café-buenos-aires-chiado-lisboa/info,50
208,Martínez by Lx Grill,https://www.zomato.com/grande-lisboa/martínez-by-lx-grill-areeiro-lisboa/info,25
209,Tacho do Pescador,https://www.zomato.com/grande-lisboa/tacho-do-pescador-parque-das-nações-lisboa/info,35
210,Santa Clara dos Cogumelos,https://www.zomato.com/grande-lisboa/santa-clara-dos-cogumelos-graça-lisboa/info,60
211,Pizzaria Lisboa,https://www.zomato.com/pizzarialisboa/info,50
212,Seagull Method,https://www.zomato.com/grande-lisboa/seagull-method-príncipe-real-lisboa/info,25
213,Loco,https://www.zomato.com/grande-lisboa/loco-lapa-estrela-lisboa/info,340
214,Taberna Moderna,https://www.zomato.com/grande-lisboa/taberna-moderna-sé-lisboa/info,60
215,O Nobre by Justa Nobre,https://www.zomato.com/grande-lisboa/o-nobre-by-justa-nobre-campo-pequeno-lisboa/info,75
216,Padaria do Povo,https://www.zomato.com/grande-lisboa/padaria-do-povo-campo-de-ourique-lisboa/info,25
217,A-100 Best Burgers In Town,https://www.zomato.com/grande-lisboa/a-100-best-burgers-in-town-campo-grande-lisboa/info,25
218,Refeitório Associativo Hare Krishna,https://www.zomato.com/grande-lisboa/refeitório-associativo-hare-krishna-saldanha-lisboa/info,16
219,My Mother's Daughters,https://www.zomato.com/grande-lisboa/my-mothers-daughters-praça-de-espanha-lisboa/info,16
220,Lucimar,https://www.zomato.com/grande-lisboa/lucimar-entrecampos-lisboa/info,25
221,Tasca da Esquina,https://www.zomato.com/grande-lisboa/tasca-da-esquina-lapa-estrela-lisboa/info,50
222,The Mill,https://www.zomato.com/grande-lisboa/the-mill-são-bento-lisboa/info,30
223,Nood,https://www.zomato.com/grande-lisboa/nood-chiado-lisboa/info,30
224,Fábrica Coffee Roasters,https://www.zomato.com/grande-lisboa/fábrica-coffee-roasters-avenida-da-liberdade-lisboa/info,12
225,Ginos,https://www.zomato.com/grande-lisboa/ginos-parque-das-nações-lisboa/info,40
226,Rice Me,https://www.zomato.com/grande-lisboa/rice-me-praça-de-espanha-lisboa/info,30
227,Carvoeiro de Palma,https://www.zomato.com/grande-lisboa/carvoeiro-de-palma-são-domingos-de-benfica-lisboa/info,40
228,Koko,https://www.zomato.com/grande-lisboa/koko-parque-das-nações-lisboa/info,50
229,Sr. Lisboa - Cozinha,https://www.zomato.com/grande-lisboa/sr-lisboa-cozinha-avenida-da-liberdade-lisboa/info,30
230,Salsa e Coentros,https://www.zomato.com/grande-lisboa/salsa-e-coentros-alvalade-lisboa/info,40
231,Trobadores,https://www.zomato.com/grande-lisboa/trobadores-baixa-lisboa/info,30
232,The Great American Disaster,https://www.zomato.com/grande-lisboa/the-great-american-disaster-marquês-de-pombal-lisboa/info,25
233,Pão Pão Queijo Queijo,https://www.zomato.com/grande-lisboa/pão-pão-queijo-queijo-belém-lisboa/info,20
234,Gin Lovers Bar & Restaurant,https://www.zomato.com/grande-lisboa/gin-lovers-bar-restaurant-príncipe-real-lisboa/info,40
235,Aromas e Temperos,https://www.zomato.com/grande-lisboa/aromas-e-temperos-arroios-lisboa/info,35
236,Selllva,https://www.zomato.com/grande-lisboa/selllva-marquês-de-pombal-lisboa/info,40
237,Edo Sushi,https://www.zomato.com/grande-lisboa/edo-sushi-parque-das-nações-lisboa/info,50
238,À Margem,https://www.zomato.com/grande-lisboa/à-margem-belém-lisboa/info,30
239,Valdo Gatti,https://www.zomato.com/grande-lisboa/valdo-gatti-bairro-alto-lisboa/info,30
240,Casinha Boutique Café,https://www.zomato.com/grande-lisboa/casinha-boutique-café-chiado-lisboa/info,12
241,Casanostra,https://www.zomato.com/grande-lisboa/casanostra-bairro-alto-lisboa/info,50
242,Pastéis de Belém,https://www.zomato.com/grande-lisboa/pastéis-de-belém-belém-lisboa/info,15
243,Sumaya,https://www.zomato.com/grande-lisboa/sumaya-príncipe-real-lisboa/info,45
244,Coyo Taco,https://www.zomato.com/grande-lisboa/coyo-taco-príncipe-real-lisboa/info,40
245,1300 Taberna,https://www.zomato.com/grande-lisboa/1300-taberna-alcântara-lisboa/info,50
246,Hamburgueria do Bairro,https://www.zomato.com/grande-lisboa/hamburgueria-do-bairro-parque-das-nações-lisboa/info,16
247,Entretanto Rooftop Bar - Hotel do Chiado,https://www.zomato.com/grande-lisboa/entretanto-rooftop-bar-hotel-do-chiado-chiado-lisboa/info,35
248,Caxemira,https://www.zomato.com/grande-lisboa/caxemira-baixa-lisboa/info,30
249,Petisco Saloio,https://www.zomato.com/grande-lisboa/petisco-saloio-campo-pequeno-lisboa/info,25
250,Vicente by Carnalentejana,https://www.zomato.com/grande-lisboa/vicente-by-carnalentejana-chiado/info,40
251,Siam Square,https://www.zomato.com/grande-lisboa/siam-square-saldanha-lisboa/info,35
252,1001 Nights Restaurante Iraniano,https://www.zomato.com/grande-lisboa/1001-nights-restaurante-iraniano-campo-pequeno-lisboa/info,20
253,B' Perfect - Praça de Londres,https://www.zomato.com/grande-lisboa/b-perfect-praça-de-londres-areeiro-lisboa/info,25
254,Espaço Espelho d'Água,https://www.zomato.com/espacoespelhodeagua/info,45
255,Copenhagen Coffee Lab.,https://www.zomato.com/grande-lisboa/copenhagen-coffee-lab-príncipe-real-lisboa/info,10
256,Café Janis,https://www.zomato.com/grande-lisboa/café-janis-cais-do-sodré-lisboa/info,25
257,Beni's Gelato & Friends,https://www.zomato.com/grande-lisboa/benis-gelato-friends-arroios-lisboa/info,8
258,39 degraus - Cinemateca Portuguesa,https://www.zomato.com/grande-lisboa/39-degraus-cinemateca-portuguesa-avenida-da-liberdade-lisboa/info,25
259,Casa do Alentejo,https://www.zomato.com/grande-lisboa/casa-do-alentejo-rossio-lisboa/info,40
260,Happy Noodles,https://www.zomato.com/grande-lisboa/happy-noodles-entrecampos-lisboa/info,20
261,Organi Chiado,https://www.zomato.com/grande-lisboa/organi-chiado-chiado-lisboa/info,30
262,Landeau,https://www.zomato.com/grande-lisboa/landeau-alcântara-lisboa/info,12
263,Pica na Praça,https://www.zomato.com/grande-lisboa/pica-na-praça-benfica-lisboa/info,25
264,Ofício Lisboa,https://www.zomato.com/grande-lisboa/ofício-lisboa-chiado-lisboa/info,50
265,Burrata - Pizzaria Artesanal,https://www.zomato.com/grande-lisboa/burrata-pizzaria-artesanal-benfica-lisboa/info,20
266,Eleven,https://www.zomato.com/grande-lisboa/eleven-marquês-de-pombal-lisboa/info,150
267,Prado,https://www.zomato.com/pradorestaurante/info,60
268,Everest Montanha,https://www.zomato.com/grande-lisboa/everest-montanha-1-alvalade-lisboa/info,25
269,Último Porto,https://www.zomato.com/grande-lisboa/último-porto-santos-lisboa/info,30
270,Via Graça,https://www.zomato.com/grande-lisboa/via-graça-1-graça-lisboa/info,80
